,name,store_id,category,address,tel,amenity,broadcast,business_hours,menu
45,후추포인트,1007886570,양식,서울 강남구 봉은사로6길 30 1층,0507-1384-1540,"무선 인터넷, 배달, 예약, 포장",,"토
11:00 - 22:00; 일
11:00 - 22:00; 월
11:00 - 22:00
16:00 - 17:00 브레이크타임
15:30 라스트오더; 화
11:00 - 22:00
16:00 - 17:00 브레이크타임
15:30 라스트오더; 수
11:00 - 22:00
16:00 - 17:00 브레이크타임
15:30 라스트오더; 목
11:00 - 22:00
16:00 - 17:00 브레이크타임
15:30 라스트오더; 금
11:00 - 22:00
16:00 - 17:00 브레이크타임
15:30 라스트오더","김치볶음밥
살치살과 묵은지로 볶은, 누구나 좋아하는 김치볶음밥
14,000원; 새우 루꼴라 파스타
17,000원; 부라타 토마토 파스타
19,000원; 포르치니 감자뇨끼
포르치니소스와 트러플오일, 풍미가득한 뇨끼
19,000원; 하우스 샐러드
10,000원; 부라타 치즈 샐러드
16,000원"
46,딘타이펑 강남점,11845459,중식당,서울 서초구 서초대로73길 12 세계빌딩,0507-1494-2779,"예약, 주차, 단체 이용 가능",,"매일
11:00 - 22:00","닭고기샤오롱바오(4)
8,000원; 자연송이샤오롱바오(4)
10,000원; 게살샤오롱바오(4)
9,000원; 새우샤오롱바오(4)
8,500원; 새우샤오마이(4)
9,500원; 매운게살샤오마이(4)
10,000원; 탄탄면
15,000원; 꿔바로우(중)
꿔바로우(소) - 21,000원
32,000원"
47,갓덴스시 강남점,19896618,"초밥,롤",서울 강남구 테헤란로 109 강남제일빌딩 1F,0507-1423-1477,"예약, 단체 이용 가능, 포장, 배달, 남/녀 화장실 구분, 주차, 발렛파킹","전지적참견시점 293회, 24.04.06.
2024년 4월 6일
 초밥; 생생정보통 816회, 14.02.24.
2014년 2월 24일
 회전초밥/붕장어한마리초밥; 찾아라맛있는TV 571회, 13.03.30.
2013년 3월 30일
 생선초밥","매일
11:00 - 21:30
21:00 라스트오더","녹색접시
1,500원; 빨강접시
2,900원; 보라접시
3,700원; 곤색접시
4,700원; 은색접시
5,700원; 금색접시
6,900원; 체크접시
8,000원"
48,무월식탁,38261837,한식,서울 강남구 강남대로102길 23,02-552-9280,"무선 인터넷, 남/녀 화장실 구분, 포장, 단체 이용 가능, 주차",,"토
11:00 - 22:00
21:00 라스트오더; 일
11:00 - 22:00
21:00 라스트오더; 월
11:00 - 22:00
21:00 라스트오더; 화
11:00 - 22:00
21:00 라스트오더; 수
11:00 - 22:00
21:00 라스트오더; 목
11:00 - 22:00
21:00 라스트오더; 금
11:00 - 22:00
21:00 라스트오더; 09/17 추석 당일 휴무","무월식탁 세트 메뉴
반상 택2 + 곁들임 메뉴 택1 + 명란김 + 탄산음료 택1
34,900원; 직화제육쌈밥
제주 흑돼지로 만든 담백함이 돋보이는 매콤한 제육복음 반상입니다.
13,800원; 벌교꼬막비빔밥
아미노산이 풍부한 벌교꼬막과 감칠맛 나는 양념이 어우러져 별미를 내는 비빔밥입니다.
13,800원; 옛날소불고기쌈밥
부드러운 식감을 위해 얇게 썰어 무월 특제양념으로 재운 소불고기입니다.
13,800원; 오삼(오징어삼겹살)덮밥
불맛을 입힌 매콤한 오징어볶음과 고소한 삼겹살의 조화는 식욕을 한껏 돋구어 줍니다.
13,800원; 수제돈까스
직장인들의 영원한 NO.1 소울푸드! 바삭하고 두툼한 무월식탁의 돈까스 반상입니다.
13,800원; 한방바베큐보쌈(단품)
9,900원; 간장새우(단품)
9,900원; 오삼(오징어삼겹살볶음) 단품
9,900원; 벌교꼬막무침(단품)
9,900원; 옛날소불고기(단품)
9,900원; 수제돈까스(단품)
9,900원; 직화제육볶음(단품)
9,900원; 푸딩계란찜
4,300원; 잡채
4,300원; 계란햄부침
어릴적 엄마가 해주시던 추억의 맛!!
4,300원; 감자새우 고로케 3개
4,300원; 군만두 4개(고기2+김치2)
4,300원"
49,헤비스테이크 강남역점,1850791145,"스테이크,립",서울 강남구 테헤란로4길 32 역삼우정에쉐르 1층 103호,02-557-3309,무선 인터넷,,"토
11:00 - 21:00
20:30 라스트오더; 일
11:00 - 21:00
20:30 라스트오더; 월
11:00 - 21:00
20:30 라스트오더; 화
11:00 - 21:00
20:30 라스트오더; 수
11:00 - 21:00
20:30 라스트오더; 목
11:00 - 21:00
20:30 라스트오더; 금
11:00 - 21:00
20:30 라스트오더; 09/17 추석 당일 휴무","불고기 버터밥
7,900원; 치킨 스테이크(바베큐, 칠리)
9,900원; 더블함박 스테이크
12,500원; 빅파이브 스테이크
19,900원; 점보 미트 파스타
7,900원; 치즈 미트 파스타(기본,치킨,함박)
7,900원; 함박 덮밥
8,900원; 헤비 모둠 덮밥
12,900원; 치즈 스테이크(비프,치킨,함박)
18,000원; 레인보우 스테이크(비프,치킨,함박)
16,500원"
50,담원순대 강남직영점,1869120659,"순대,순댓국",서울 강남구 테헤란로4길 34 1층 101호,0507-1414-2452,주차,,"토
09:20 - 21:00
20:20 라스트오더; 일
09:20 - 21:00
20:20 라스트오더; 월
09:20 - 22:00
21:20 라스트오더; 화
09:20 - 22:00
21:20 라스트오더; 수
09:20 - 22:00
21:20 라스트오더; 목
09:20 - 22:00
21:20 라스트오더; 금
09:20 - 22:00
21:20 라스트오더; 09/15-09/18 휴무","감자탕(소)
27,000원; 술국
18,000원; 오소리감투
18,000원; 토종순대
12,000원; 계란말이
10,000원; 순대국(특)
12,000원; 뼈해장국(특)
12,000원; 모듬수육(대)
35,000원; 감자탕(대)
41,000원; 감자탕(중)
34,000원"
51,진씨화로,32434893,소고기구이,서울 강남구 테헤란로10길 21 2층,02-566-0292,"예약, 단체 이용 가능, 포장, 남/녀 화장실 구분, 무선 인터넷, 배달, 주차, 발렛파킹",,"토
11:00 - 22:00
21:30 라스트오더; 일
11:00 - 22:00
21:30 라스트오더; 월
11:00 - 22:00
21:30 라스트오더; 화
11:00 - 22:00
21:30 라스트오더; 수
11:00 - 22:00
21:30 라스트오더; 목
11:00 - 22:00
21:30 라스트오더; 금
11:00 - 22:00
21:30 라스트오더; 09/17 추석 당일 휴무","한우살치살 (1++),(130g)
74,000원; 한우 안심
72,000원; 한우 치마살 (1++),(130g)
69,000원; 한우 안창살 (1++),(130g)
82,000원; 와규등심(130g,호주산/미국산)
30,000원; 와규갈비살(130g,호주산)
30,000원; 명품왕갈비(300g,미국산)
36,000원; 제주산꽃삼겹(150g,국내산)
22,000원; 한우차돌박이
45,000원; 한우 육회
38,000원; 점심특선 한우모듬구이정식
후식 : 공기밥 된장찌개 or 함흥냉면
48,000원; 점심특선 명품 왕갈비정식
후식 : 공기밥 된장찌개 or 함흥냉면
29,000원; 점심특선 불고기정식
불고기정식 + 양념게장 +공기밥 된장찌개 정가: 23,000원
18,000원; 한우 육회비빔밥 정식
15,000원; 한우 국밥
12,000원; 차돌된장비빔밥
10,000원; 돌솥 비빔밥
10,000원; 묵은지김치끼재
10,000원"
52,육미안 강남점,1645027803,소고기구이,서울 강남구 강남대로106길 9 1층,0507-1440-4244,"단체 이용 가능, 예약, 대기공간, 간편결제, 주차",,"토
12:00 - 23:00
22:55 라스트오더; 일
12:00 - 23:00
22:55 라스트오더; 월
15:30 - 23:00
22:55 라스트오더; 화
15:30 - 23:00
22:55 라스트오더; 수
15:30 - 23:00
22:55 라스트오더; 목
15:30 - 23:00
22:55 라스트오더; 금
15:30 - 23:00
22:55 라스트오더","특제황제갈비(200g)
24,000원; ""한우"" 육회❤️김밥전
1++ 한우 꾸리살만 사용합니다.
23,000원; 치즈폭탄본갈비볶음밥
늘어지는 치즈가 한 폭탄으로 얹어진 볶음밥
11,000원; 스키야끼우동
10,000원; 1++한우 육회 130g
투쁠한우로 만든 부드러운 육회
21,000원; (한정)한우대창(200g)
22,000원; 맨초밥
참기름으로 코팅된 밥 입니다. 와사비 듬뿍 올려 육회 초밥 만들어 드세요
2,000원"
53,떡도리탕 강남본점,34461836,닭볶음탕,서울 강남구 테헤란로1길 28-9 1층,0507-1352-2940,,,"토
11:30 - 22:30
15:30 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 일
11:30 - 22:00
15:30 - 17:00 브레이크타임
14:30, 21:00 라스트오더; 월
11:30 - 22:30
15:30 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 화
11:30 - 22:30
15:30 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 수
11:30 - 22:30
15:30 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 목
11:30 - 22:30
15:30 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 금
11:30 - 22:30
15:30 - 17:00 브레이크타임
14:30, 21:30 라스트오더","떡도리탕 중 (비조리)인기대표
주문수 141
2~3 인
29,000원; 떡사리인기
주문수 55
2,500원; 볶음밥 재료인기
주문수 54
떡도리탕을 드신 후, 남은 국물에 넣고 볶아서 드시면 됩니다
2,500원; 떡도리탕 대 (비조리)인기대표
주문수 31
3~4인
39,000원; 주먹밥인기
주문수 12
2,500원; 떡도리탕 중 (비조리)인기대표
주문수 141
2~3 인
29,000원; 떡도리탕 대 (비조리)인기대표
주문수 31
3~4인
39,000원; 떡도리탕 중 (비조리)인기대표
주문수 141
2~3 인
29,000원; 떡도리탕 대 (비조리)인기대표
주문수 31
3~4인
39,000원; 떡사리인기
주문수 55
2,500원; 주먹밥인기
주문수 12
2,500원; 볶음밥 재료인기
주문수 54
떡도리탕을 드신 후, 남은 국물에 넣고 볶아서 드시면 됩니다
2,500원; 라면사리
주문수 9
반조리-살짝 데쳐 기름기를 뺀 라면사리 입니다
2,500원"
54,마초쉐프 강남본점,36250128,이탈리아음식,서울 강남구 강남대로106길 29 1층,0507-1392-8886,"포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 예약",,"토
11:30 - 22:00
21:00 라스트오더; 일
11:30 - 22:00
21:00 라스트오더; 월
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 화
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 수
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 목
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 금
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 09/17 추석 당일 휴무","하우스 샐러드N
신선한 야채와 과일, 블루베리 드레싱이 어우러진 샐러드
9,900원; 트러플 버섯 크림 파스타N
트러플 오일과 버섯의 향, 식감이 어우러진 담백 크림 파스타
17,900원; 바질 페스토 파스타N
생바질로 직접 만든 소스에 바질 특유의 맛과 향을 느낄수 있는 파스타
17,900원; 매콤 키조개 관자 리조또매운맛2단계N
17,900원; 트러플 버섯 크림 리조또N
17,900원; 스텔라피자대표
예쁜 별 모양 피자! 수제 리코타치즈와 신선한 야채의 완벽한 조합
18,900원; 불고기피자대표
소불고기와 신선한 야채로 토핑한 피자
17,900원; 쉬림프로제파스타대표
신선한 새우를 토마토소스와 크림소스로 조리한 로제 파스타
17,900원; 매운치킨크림파스타매운맛2단계대표
고소한 크림맛과 매콤함이 더해진 소스에 닭다리살을 넣어 조리한 인기파스타
17,900원; 마초토마토파스타매운맛1단계대표
직접 3시간동안 끓여낸 신선한 토마토 소스가 일품인 추천 파스타
15,900원; 상하이짬뽕파스타매운맛3단계대표
스파게티면, 해산물을 고추기름에 볶은 얼큰한 짬뽕파스타
17,900원; 꽃게살로제리조또매운맛1단계대표
싱싱한 꽃게살을 넣은 게살 로제 리조또
17,900원; 마초삼겹스테이크대표
통 삼겹살(350g)과 딥소스, 구운채소, 튀긴감자, 마늘 등의 환상 조합
23,900원; 허브갈릭오일파스타매운맛1단계대표
매력적인 허브와 갈릭을 넣어, 향이 일품인 깔끔한 오일파스타
17,900원; 마초삼겹스테이크대표
통 삼겹살(350g)과 딥소스, 구운채소, 튀긴감자, 마늘 등의 환상 조합
23,900원; 소고기 큐브 스테이크
일정 시간 시즈닝된 소고기(250g)를 고온 그릴에 구워낸 스테이크
25,900원; 까르보나라
바삭하게 구운 베이컨과 부드러운 크림소스가 어우러진 고소담백 파스타
13,900원; 쉬림프로제파스타대표
신선한 새우를 토마토소스와 크림소스로 조리한 로제 파스타
17,900원; 매운치킨크림파스타매운맛2단계대표
고소한 크림맛과 매콤함이 더해진 소스에 닭다리살을 넣어 조리한 인기파스타
17,900원; 마초토마토파스타매운맛1단계대표
직접 3시간동안 끓여낸 신선한 토마토 소스가 일품인 추천 파스타
15,900원; 허브갈릭오일파스타매운맛1단계대표
매력적인 허브와 갈릭을 넣어, 향이 일품인 깔끔한 오일파스타
17,900원; 올리브봉골레파스타매운맛1단계
신선한 바지락조개와 마늘, 화이트와인 소스의 담백 깔끔한 오일파스타
17,900원; 커리오일파스타매운맛1단계
향긋한 커리향과 통통한 새우의 식감이 일품인 깔끔한 오일파스타
17,900원; 상하이짬뽕파스타매운맛3단계대표
스파게티면, 해산물을 고추기름에 볶은 얼큰한 짬뽕파스타
17,900원; 해물크림파스타
해산물과 크림소스의 깊은 맛을 느낄 수 있는 고소한 크림 파스타
17,900원; 해물토마토파스타매운맛1단계
수제 토마토소스와 해산물이 어우러져 오감이 즐거운 파스타
17,900원; 바질 페스토 파스타N
생바질로 직접 만든 소스에 바질 특유의 맛과 향을 느낄수 있는 파스타
17,900원; 트러플 버섯 크림 파스타N
트러플 오일과 버섯의 향, 식감이 어우러진 담백 크림 파스타
17,900원; 꽃게살로제리조또매운맛1단계대표
싱싱한 꽃게살을 넣은 게살 로제 리조또
17,900원; 불고기필라프
담백한 불고기와 채소를 넣어 신선함과 스모크 향을 살린 필라프
15,900원; 갈릭치킨필라프매운맛1단계
입맛을 돋우는 마늘향과 부드러운 치킨이 만나 고소하고 담백한 맛을 낸 필라프
15,900원; 매콤 키조개 관자 리조또매운맛2단계N
17,900원; 트러플 버섯 크림 리조또N
17,900원; 고르곤졸라크림피자
고르곤졸라 치즈와 크림소스를 듬뿍 넣어 구워낸 꿀에 찍어 먹는 화덕피자
14,900원; 삼겹한쌈피자매운맛1단계
구워낸 삼겹살을 매운 소스와 깻잎, 상추 등을 토핑한 도우와 함께 싸먹는 피자
20,900원; 마리게리따
모짜렐라치즈를 토마토소스 베이스에 듬뿍 올린 피자
16,900원; 콰트로프로마쥐
4가지 치즈가 듬뿍듬뿍 토핑 되어 깊은 풍미의 리얼 치즈피자
18,900원; 블루베리피자
상큼 크랜베리와 달콤 블루베리의 콜라보, 체리소스를 발라 구워낸 피자
16,900원; 스텔라피자대표
예쁜 별 모양 피자! 수제 리코타치즈와 신선한 야채의 완벽한 조합
18,900원; 스파이시 페퍼로니매운맛2단계
페퍼로니와 레드페퍼를 조화롭게 토핑한 스파이시한 피자
16,900원; 시금치피자
신선한 시금치 위에 베이컨과 토마토, 치즈가루를 토핑한 피자
18,900원; 불고기피자대표
소불고기와 신선한 야채로 토핑한 피자
17,900원; 스텔라피자 BLACK매운맛1단계
스텔라피자의 원조 마초쉐프에서 만든 프리미엄 에디션. 오징어 먹물 도우에 신선한 루꼴라와 통새우 매일 만드는 리코타치즈를 토핑한 별모양 피자
20,900원; 고구마피자
입안 가득 퍼지는 고구마의 부드러움과 달콤함이 가득한 화덕피자
17,900원; 리코타치즈샐러드
수제로 직접 만든 리코타치즈와 함께 먹는 야채샐러드
15,900원; 치킨텐더샐러드
신선한 야채샐러드와 치킨텐더의 조합
14,900원; 소고기 큐브 스테이크샐러드
그릴에 구운 소고기(200g)와 특제 드레싱이 어우러진 샐러드
21,900원; 하우스 샐러드N
신선한 야채와 과일, 블루베리 드레싱이 어우러진 샐러드
9,900원; 윙봉 포테이토
13,000원; 치킨텐더
7,500원; 감자튀김
6,500원; 치즈 스틱 & 펍스 포테이토
8,900원"
55,다몽집 신논현본점,1028354634,"육류,고기요리",서울 강남구 강남대로100길 13 지하1층/2층 다몽집,0507-1468-4245,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 대기공간, 간편결제, 주차",,"토
12:00 - 23:00
22:55 라스트오더; 일
12:00 - 23:00
22:55 라스트오더; 월
15:30 - 23:00
22:55 라스트오더; 화
15:30 - 23:00
22:55 라스트오더; 수
15:30 - 23:00
22:55 라스트오더; 목
15:30 - 23:00
22:55 라스트오더; 금
15:30 - 23:00
22:55 라스트오더; 09/17 추석 당일 휴무","등덧심살//촌놈협업(170g)
가브리살과 비슷하나 촌놈만의 특별한 방법으로 제조한 식감 좋은 특수부위입니다.
17,000원; 삼겹살(170g)
한돈 품종으로 엄선된 최고의 삼겹살
17,000원; 돈비너스살(170g)(세트메뉴한정)
다몽집 시그니처 특수부위로 세트메뉴로만 주문 가능하십니다
14,000원; 1++한우살치살(9등급)(130g)
명불허전 투쁠한우 살치살입니다. 최고등급인 9등급만을 사용합니다.
69,000원; 함흥 한우 육회 냉면
살얼음육수의 극한의 시원함과 한우 육회와 양념장중독적인 맛으로 식사의 마무리를 책임집니다.
14,000원; 비빔 냉면
다몽집만의 비법 소스로 만든 비빔국수
7,000원; 치즈 폭탄 감자 볶음밥
폭탄처럼 들어간 치즈와 잘 누른 감자볶음밥
9,000원; 대게내장볶음밥
대게내장과 간마늘의 다이나믹한 조화 한번 맛보면 빠져나올 수 없는 매력적인 맛
10,000원; 할머니된장술밥전골
할머니 된장찌개에 밥말아 배터지는 술밥전골
14,000원; 물냉면
시원한 살얼음 육수와 새콤매콤 양념장이 들어간 냉면입니다
7,000원; 맨초밥
한우 육회를 올려서 먹는 맨초밥
2,000원; 공기밥
1,000원; 하이볼
피치크러쉬/블루짐민트/꿈꾸는 하이볼/패스포트
8,000~8,500원; 와인 Half Bottle Wine
젠틀 카우/젠틀 피그/프로메사/마스카 델 타코 수수마니엘로/안티갈 우노말벡/까사델토키
12,000원"
56,트라가 강남역점,1687684396,스페인음식,서울 서초구 강남대로55길 24 2층 201호 트라가,0507-1313-3523,"단체 이용 가능, 예약, 무선 인터넷, 포장, 남/녀 화장실 구분, 주차",,"토
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 일
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 월
11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더; 화
11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더; 수
11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더; 목
11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더; 금
11:00 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더","치킨빠에야
트라가 비법 빠에야위에 치킨살이 올라간 치킨빠에야
34,000원; 초리조감바스피칸테+빵5p
초리조(스페인소세지)가 들어가서 풍미가 더욱더 깊어진 초리조감바스
24,000원; 카이막 바게트
직접막든 카이막 치즈와 함께즐기는 바게트
12,000원; 참피뇨네스
초리조,베이컨,파마산치즈를 넣은 양송이오븐구이
13,000원; 연어세비체
훈제연어와 상큼한 오렌지 드레싱으로 만들어진 세비체요리
13,000원; 관자세비체
관자와 훈연한 파프리카를 곁들여먹는 산뜻한 타파스요리
13,000원; 그린홍합비네그레타
화이트비네거로 마리네이드한 남미식 크리오사소스를 얹은 홍합요리
15,000원; 문어까르파쵸
스페인산 문어를 얇게 저며 향긋한 엑스트라버진과 즐기는 문어요리
23,000원; 토마토스튜
홍합과 새우를 이용한 토마토 스튜
18,000원; 갑오징어구이
스모크럽을 마리네이드한 오븐요리
13,000원; 깔라마리(오징어튀김)
스페인식 오징어튀김
24,000원; 판콘토마테
5,000원; 크레미타파스
5,000원; 고르곤졸라피자
꿀과함께즐기는 고르곤졸라피자
12,000원; 루꼴라마리게리따피자
트라가 비법의 토마토소스와 비타민과 미네랄이 가득한 루꼴라가 가득 올라가있는 웰빙피자
18,000원; 트러플 프렌치프라이
얇은 슈스트링 감바튀김에 트러플오일을 곁들인 스몰푸드
9,000원; 바다파스타
바지락과 모시를 이용해 깊은 감칠맛으로 만든 봉골레파스타
23,000원; 초리조 라구파스타
초리조를 이용한 라구스타일의 매콤한 트라가 시그니처 파스타
20,000원; 스칼렛파스타
갈릭베이스에 라임으로 맛을낸 파스타
20,000원; 하몽샐러드
하몽을 이용한 트라가 수제 소스와 즐기는 샐러드
12,000원; 연어샐러드
훈제연어로 이루어진 트라가 수제 소스와 즐기는 연어샐러드
12,000원"
57,로리스 더 프라임 립,33562781,"스테이크,립",서울 서초구 서초대로 411 GT TOWER 3층,0507-1402-2800,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 주차","생방송투데이 2677회, 20.10.14.
2020년 10월 14일
 스테이크; 수요미식회 122회, 17.06.15.
2017년 6월 15일
 프라임립/스테이크; 2014테이스티로드 27회, 14.07.26.
2014년 7월 26일
 페이머스스피닝볼샐러드/로스트비프","토
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 일
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 월
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 화
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 수
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 목
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 금
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더; 09/17 추석 당일 휴무","평일 런치 강남컷 120g
평일 점심에 가볍게 이용할 수 있는 프라임 립
55,000원; 주말 공휴일 강남컷 120g
주말&공휴일 점심에 가볍게 이용 가능한 프라임 립
59,000원; 프라임 립 잉글리쉬 컷 185g
영국식으로 얇게 썬 컷 (3slices)
115,000원; 프라임 립 짐 브래디 컷 450g
양이 많으신 분들을 위한 특대 사이즈 컷
173,000원; 프라임 립 비프 보울 컷 620g
아메리칸 미식축구 선수들이 즐겨먹는 컷
206,000원; 데일리 코스 1인 업그레이드
메인디쉬 주문시 추가 주문하여 코스로 이용가능 한 메뉴입니다.
30,000원; 안심 필렛미뇽 스테이크 300g
Tenderloin Filet Mignon Steak
148,000원; 로리스 립아이 스테이크 360g
Lawry’s Ribeye Steak
132,000원; 로리스 와인 페어링 디너코스
코스 식 메뉴로 화이트와인과 레드와인이 페어링 됩니다.
150,000원; 미소 글레이즈 연어 스테이크
Miso Glazed Salmon Steak
70,000원; 씨푸드 파스타
Seafood Pasta (Tomato / Cream / Rose / Oil)
60,000원; 구운 후레쉬 랍스터와 비스큐소스 파스타
Grilled Half Lobster Pasta & Bisque Sauce
77,000원; 점보 새우 칵테일 6pcs
Jumbo Shrimp Cocktail Shrimps, Cocktail Sauce, Lemon
26,000원; 프렌치 어니언 스프
French Onion Soup
23,000원; 안심카르파치오&트러플알리오소스
Tenderloin Carpaccio & Truffle aioli sauce
32,000원; 애틀란틱 캐내디언 랍스터 테일 (3pcs) & 야채꼬치
Atlantic Canadian Lobster Tails (3pcs) & Vegetable Skewer
110,000원"
58,유니네 고깃간 강남역점,1115671675,"육류,고기요리",서울 강남구 강남대로98길 12 1층,0507-1345-1806,"남/녀 화장실 구분, 예약, 단체 이용 가능, 대기공간",,"토
12:00 - 23:00; 일
12:00 - 23:00; 월
14:00 - 23:00; 화
14:00 - 23:00; 수
14:00 - 23:00; 목
14:00 - 23:00; 금
12:00 - 23:00","커플세트 (500g)대표
삼겹살 등 55,000원 상당의 고기를 49,000원에 제공하는 진짜 가성비 세트입니다.
49,000원; 실속세트 (800g)대표
찔끔 할인이 아닌 88,000원 상당의 삼겹살 등 다양한 고기를 79,000원에 제공합니다.
79,000원; 커플세트 (500g)대표
삼겹살 등 55,000원 상당의 고기를 49,000원에 제공하는 진짜 가성비 세트입니다.
49,000원; 실속세트 (800g)대표
찔끔 할인이 아닌 88,000원 상당의 삼겹살 등 다양한 고기를 79,000원에 제공합니다.
79,000원; 삼겹살
강남역 삼겹살 맛집 유니네고깃간은 삼겹살 원육에 붙은 저질 미추리를 제거하고 납품 받습니다.
16,000원; 특목살
목살원육은 한 덩어리에 2.5kg이지만, 유니네고깃간은 꽃목살 1.5kg 부위만 사용합니다.
16,000원; 돈관자살(특수부위)
돼지관자살은 한 마리당 80g의 소량만 생산되며, 감칠맛과 식감이 일품인 최애 안주입니다.
16,000원; 가브리살(등심덧살)
등심덧살, 꽃살, 황제살 등 다양한 이름으로 불리는 이제는 삼겹살 보다 고급이 된 부위입니다.
18,000원; 명품 청장뚝배기
된장찌개에 청국장을 가미한 구수함의 극치. 삼겹살의 미추리를 넣어 더욱 맛있습니다.
8,000원; 시원한 김치말이냉국수
새콤 달콤 시원한 김치국물 베이스의 국수, 삼겹살 드시고 마무리로 드시기에 최고입니다.
7,000원; 새콤한 유니비빔국수
새콤 매콤 유니네 특제소스로 만든 비빔국수. 삼겹살의 느끼함을 잡아주기에 최고입니다.
7,000원; 회무침
강남역 대박횟집 자매수산에서 만든 신선한 회무침을 삼겹살 맛집 유니네고깃간에서 즐기실 수 있습니다.
27,000원; 구워먹는 임실치즈
고기와 치즈, 와사비는 환상의 조합. 구우면 10초 내에 드셔야 합니다.
12,000원; 모히또 하이볼
상큼하고 시원한 모히또 하이볼! 논알콜 가능, 무료 샷 추가 가능
8,000원; 패션후르츠 하이볼
달콤하고 시원한 모히또 하이볼! 논알콜 가능, 무료 샷 추가 가능
8,000원; 자몽 하이볼
새콤하고 시원한 모히또 하이볼! 논알콜 가능, 무료 샷 추가 가능
8,000원"
59,고에몬 강남점,31413936,"스파게티,파스타전문",서울 서초구 서초대로77길 7 서초빌딩 1층,02-534-8036,"무선 인터넷, 남/녀 화장실 구분, 포장, 배달","2TV생생정보 1061회, 20.05.05.
2020년 5월 5일
 오믈렛; 생활의달인 545회, 16.10.24.
2016년 10월 24일
 수플레오믈렛","토
11:00 - 22:00
21:30 라스트오더; 일
11:00 - 22:00
21:30 라스트오더; 월
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더; 화
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더; 수
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더; 목
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더; 금
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더","메콤 새우 버섯 토마토소스
14,000원; 매운 해물 페페론치노
15,000원; 마늘 듬뿍 베이컨 알리오올리오
14,000원; 까망베르 베이컨 까르보나라
14,000원; 다카나 멘타이꼬 하카타풍
14,000원; 오믈렛 멘타이꼬 스파게티
14,000원; 소시지&스팸 나폴리탄
14,000원; 요쿠바리간장버터
15,000원; 치킨 카라아게 미트소스
14,000원; 까르보나라 베이컨 칠리 토마토
14,000원; 슈림프모짜렐라치즈
14,000원; 모짤렐라 가지 미트소스
14,000원; 수플레오믈렛 새우 크림소스 리조또
16,000원; 수플레오믈렛 새우 로제소스 리조또
16,000원; 수제 멘치카츠
6,400원; 수제 캬베츠 멘치카츠
6,400원; 랍스터쉬림프카츠
탱글탱글한 통새우 한마리를 랍스터와 게살로 듬뿍 감싸서 만든 수제 랍스터 쉬림프카츠
6,600원; 수제 카라아게
5,400원; 웨지감자 with 명란마요
4,400원; 치즈 아란치니
3,400원; 맛차푸딩
6,000원; 초코푸딩
6,000원; 망고푸딩
6,000원; 크림브릴레
6,000원; 아이스 커피
4,500원; 아이스 맛차 라떼
4,700원; 아이스 우롱차
4,500원; 오렌지쥬스
4,000원; 사과쥬스
4,000원; 유자 에이드
4,500원; 콜라
3,000원; 스프라이트
3,000원; 테라
4,000원; 글라스 와인 (레드/화이트)
4,500원"
