name,store_id,category,address,tel,options,amenity,broadcast,business_hours,menu
나이스샤워,1044112634,일식당,서울 강남구 테헤란로10길 25 뜨라네아파트 1층,0507-1335-6008,,"무선 인터넷, 포장, 배달, 대기공간",,"수
11:00 - 20:50
15:00 - 17:00 브레이크타임
14:30, 20:20 라스트오더; 목
11:00 - 20:50
15:00 - 17:00 브레이크타임
14:30, 20:20 라스트오더; 금
11:00 - 20:50
15:00 - 17:00 브레이크타임
14:30, 20:20 라스트오더; 토
11:00 - 15:30
15:00 라스트오더; 일
정기휴무 (매주 일요일); 월
11:00 - 20:50
15:00 - 17:00 브레이크타임
14:30, 20:20 라스트오더; 화
11:00 - 20:50
15:00 - 17:00 브레이크타임
14:30, 20:20 라스트오더","샤워텐동
대표
새우, 오징어, 감자, 가지가 들어간 베이직한 튀김덮밥 나이스샤워의 대표메뉴.
11,000원; 스페셜 텐동
대표
수란튀김이 포인트로 다양한 종류의 튀김이 들어간 빅사이즈 시그니쳐 튀김덮밥
17,000원; 바질토마토(에피타이저)
대표
바질잎과 청주, 식초로 숙성된 완숙토마토
4,000원; 에비텐동
새우튀김이 메인으로 들어간 튀김덮밥
13,000원; 아나고텐동
장어 튀김과 새우가 메인으로 들어간 아나고튀김덮밥
15,000원; The스페셜 텐동
고급인삼이 들어간 더 스페셜한 모듬텐동
20,000원; 스페셜 모듬 튀김
시원한 맥주와 잘 어울리는 푸짐하고 다양한 고급튀김요리
23,000원; 콘 사라다(에피타이저)
이탈리안 드레싱으로 맛을 낸 콘 샐러드
4,000원; 젤리사케(망고)
5,000원; 타루(레몬, 얼그레이, 플레인)
7~8,000원; 피치하이볼
8,000원; 하이볼
일본 산토리위스키와 진저에일. 그리고 레몬이 첨가된 맛있는 칵테일음료
8~9,000원; 오키나와 생맥주
일본 오키나와에서 직수입한 부드럽고 시원한 고급맥주
9,000원; 테라 생맥주
점심식사와 함께 가볍게는 300ml 저녁엔 500ml
3,000~5,000원"
조양관한정식,11702941,한정식,서울 서초구 서초대로74길 29 지하1층 조양관 한정식,02-3473-8181,강남 상견례 고급스럽고 맛깔난 한정식,주차,,"수
11:20 - 21:30
15:00 - 17:20 브레이크타임; 목
11:20 - 21:30
15:00 - 17:20 브레이크타임; 금
11:20 - 21:30
15:00 - 17:20 브레이크타임; 토
11:30 - 20:50
15:00 - 17:20 브레이크타임; 일
정기휴무 (매주 일요일); 월(9/16)
추석 연휴 휴무; 화(9/17)
추석 휴무; 09/16-09/19 휴무","코스)관
대표
90,000원; 코스)양
대표
69,000원; 점심상 창
대표
평일점심만 가능
38,000원; 「포장/배달」품격한정식도시락
대표
조양관의 인기 요리를 엄선하여 푸짐하게 담은 격조있는 도시락 (계절요리 변경가능)
30,000원; 조양관특선
130,000원; 주방장특선
원액 100% 고창복분자를 함께 즐기실 수 있도록 서비스 해드립니다.
170,000원; [사전예약필수]조양관 스페셜
최상의 식자재 수급을 위해 사전예약시 준비가능합니다~^^
230,000원; 상견례특선
59,000원; 채식상
70,000원; 점심상 보리굴비정식
평일점심만 주문가능
35,000원; 「포장/배달」풀코스한정식도시락
조양관한정식의 코스요리를 그대로 담은 한상 차림도시락 (2인세트/계절요리 변경가능)
60,000원; [포장/배달] 품격 갈비찜 도시락
품격 도시락의 다양한 요리를 명품 갈비찜과 함께 즐길 수 있는 격조있는 도시락
40,000원; [포장/배달] 품격 보리굴비 도시락
품격도시락의 다양한 요리를 보리굴비와 함께 즐길 수 있는 격조있는 도시락
40,000원; 「포장/배달」명품보리굴비 도시락
조양관을 대표하는 명품 보리굴비와 인기요리를 함께 담은 도시락(녹차물제공)
25,000원; 「포장/배달」실속 한정식도시락
메인요리와 서브요리로 구성하여 간단히 드실 수 있는 도시락 (불고기/매콤해물낙지볶음)
20,000원"
곱창고 강남역점,37108078,"곱창,막창,양",서울 강남구 강남대로96길 11,0507-1386-0001,강남역 곱창고에서 저렴한 곱창모듬구이,"남/녀 화장실 구분, 단체 이용 가능, 예약, 무선 인터넷",,"매일
11:00 - 01:00","곱창모듬구이
대표
17,900원; 특양모듬구이
대표
18,900원; 한우곱창구이
21,900원; 한우대창구이
19,900원; 막창구이
20,900원; 염통구이
15,900원; 특양구이
22,900원; 한우육회
17,900원; 우삼겹
14,900원; 소황제갈비살
19,900원; 창고밥
3,900원; 크림생맥주300cc
2,900원; 깡통생맥주
14,900원; 소주
6,000원; 병맥주
7,000원; 메밀국수
5,900원"
뽕족 강남역본점,1091575912,"족발,보쌈",서울 강남구 테헤란로4길 15 메가시티오피스텔 1층,02-556-9279,,"단체 이용 가능, 포장, 배달, 남/녀 화장실 구분",,"수
17:00 - 22:00
21:00 라스트오더; 목
17:00 - 22:00
21:00 라스트오더; 금
17:00 - 22:00
21:00 라스트오더; 토
17:00 - 22:00
21:00 라스트오더; 일
정기휴무 (매주 일요일); 월
17:00 - 22:00
21:00 라스트오더; 화(9/17)
추석 당일 휴무","모둠족발(중)
대표
42,000원; 뽕.족발(중)
40,000원; 양념족발(중)
40,000원; 쟁반막국수 (추가메뉴)
13,000원"
방이편백육분삼십 교대점,1033062058,"육류,고기요리",서울 서초구 서초중앙로26길 3 1층,02-599-0630,,주차,,"수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더; 토
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더; 일
정기휴무 (매주 일요일); 월(9/16)
추석 연휴11:00 - 21:00
15:00 - 17:00 브레이크타임; 화(9/17)
추석 당일 휴무","소고기편백찜
대표
소고기 양지로 살코기와 지방이 적절하게 조화되어 있습니다
12,000원; 이베리코 편백찜
대표
이베리코 꽃먹살 부위로 담백하고 고소합니다
15,000원; 1++한우차돌 편백찜
대표
한우에서 1%만 나오는 특수부위로 거세한우 1++등급만 사용합니다
32,000원; 프리미엄 이베리코 편백찜
대표
세계4대진미로 알려진 이베리코중에서도 최싱급 등급인 베요타를 사용합니다
22,000원; 등심샤브샤브
대표
프라임 등급의 등심부위를 사용합니다
16,000원; 오징어 무침회
대표
무의 아삭함과 오징어의 쫄김함이 어우러진 매콤 새콤한 무침회
13,000원; 간장새우장
대표
특제 간장에 48시간 숙성시킨 새우6마리
13,000원; 볶음우동
대표
오동면과 이베리코 고기를 볶아서 부추,계란,다진마늘과 비벼먹는 매콤한 면요리
10,000원; 된장찌개
7,500원; 김치찌개
8,000원; A세트 소고기편백찜세트
점심특선/평일 1시30분까지
11,900원; B세트 아베리코편백찜세트
점심특선/평일 1시30분까지
14,900원; 간장새우밥
특제 간장에48시간 숙성한 새우 3마리와 계란 후리이크가 올려진 밥
8,500원; 소고기덮밥
부드러운 소고기를 표고버섯,양파와 매실원액이 들어간 간장소스에 볶은 덮밥
8,000원; 이베리코 덮밥
이베리코 돼지 꽃목살과 숙주,양파를 매콤한 소스에 볶음 덮밥
8,500원; 소고기 된장찌개
(공기밥 별도)
6,500원; 이베리코 김치찌개
공기밥 별도
7,000원; 소고기우동
소고기와 우동면 특제 간장육수로 만들어진 구수한 우동
8,000원"
창고43 강남점,36952307,소고기구이,서울 강남구 강남대로 362 대륭강남타워 지하1층,0507-1469-0081,식약처 인증 위생등급 매우우수 음식점,"단체 이용 가능, 남/녀 화장실 구분, 예약, 무선 인터넷, 주차",,"수
11:30 - 22:00
14:00 - 17:30 브레이크타임; 목
11:30 - 22:00
14:00 - 17:30 브레이크타임; 금
11:30 - 22:00
14:00 - 17:30 브레이크타임; 토
11:30 - 22:00; 일
11:30 - 22:00; 월
11:30 - 22:00
14:00 - 17:30 브레이크타임; 화
11:30 - 22:00
14:00 - 17:30 브레이크타임","창고43 스페셜
49,000원; 한우명작모듬
199,000원; 양념등심정식
무쇠판에서 구워 내 고기 본연의 풍미는 살리고 , 감칠맛은 극대화한 양념 등심 구이
35,000원; 창고 양념갈비 선물세트
부드럽게 숙성되어 깊은 맛을 내는 양념갈비 선물세트
250,000원; 창고43 새우살
72,000원; 프리미엄투뿔채끝큐브
프리미엄투뿔채끝큐브
67,000원; 창고43 설화등심
67,000원; 창고43 특안심
63,000원; 제비추리
63,000원; 육사시미
39,000원; 육회
34,000원; 반달육전
감칠맛 가득한 명란젓, 알싸한 파채무침과 곁들여 먹는 고소한 반달 모양 육전
23,000원; 소불고기전골 [중]
담백하고 시원한 맛의 보양식
32,000원; 창고양곰탕
구수한 사골육수에 한우 머리고기,양지,곱창,깐양이 푸짐한 든든한 메뉴
25,000원; 양념갈비덮밥
창고43만의 특제 양념소스에 재운 갈비살을 야채고명과 함께 담아낸 덮밥 메뉴
21,000원; 창고진한왕갈비탕
튼실한 갈빗대에 붙은 푸짐한 갈비살과 숙주를 듬뿍담아 시원함을 더한 메뉴
21,000원; 매운갈비찜
매콤 달콤한 양념과 사르르 녹는 부드러운 갈비살이 특징인 창고43의 화끈한 메뉴
23,000원; 유자육회비빔밥
달콤한 유자의 풍미를 즐길 수 있는 부드러운 육회와 신선한 야채의 입안 가득 향긋한 비빔밥
16,000원; 계절맞이 한우된장밥
깊은 맛을 낸 된장 국물에 한우를 담아 제철나물과 함께 끓여낸 든든한 한끼 메뉴
13,000원; 한우궁중미역국
바다내음 가득한 미역을 넣어 깊고 담백한 맛이 일품인 창고43의 대표메뉴
12,000원; 버섯순두부찌개
감칠맛 나는 양념장으로 만든 얼큰 칼칼한 국물,버섯과 순두부의 담백한 맛의 일품찌개
14,000원; 깍두기볶음밥
깍두기볶음밥
8,000원; 명품 수제 육포 세트
명품 수제 육포 세트
100,000원"
청간막국수,1655094810,막국수,서울 서초구 서초대로78길 22 홍우빌딩 2층,0507-1334-7304,,"포장, 단체 이용 가능, 무선 인터넷, 예약, 남/녀 화장실 구분, 유아의자, 주차",,"매일
11:00 - 22:00
20:45 라스트오더","비빔밥
대표
최고의 한끼 든든 그잡채
13,000원; 동치미막국수
대표
순메밀 항아리숙성 동치미 막국수
12,000원; 꼬리수육
대표
말이필요없는 청간막국수 최고의 인기메뉴
125,000원; 헤네시vsop하이볼
대표
정성가득한 좋은 퀄리티의 헤네시vsop하이볼 ㅇㅅㅎ
14,000원; 특 해물파전
30,000원; 따귀
50,000원; 꼬리수육 소
80,000원; 꼬리수육 중
100,000원; 꼬리수육 대
130,000원; 레미마틴1738하이볼
시원하고 깊은풍미가 강점인 하이볼
17,000원; 명태회비빔막국수
매곰하고 새콤한 명태회비빔막국수
14,000원; 전주식소바
달근한 육수를 부어먹는 시원한 전주식소바!
14,000원; 명태회무침
매콤새콤 명태회무침
5,000원; 한우 설렁탕
진하고 깊은 설렁탕 !
13,000원; 설렁탕(특)
20,000원; 한우 도가니탕
쫀득한 도가니탕
28,000원; 꼬리곰탕
깊은 곰탕국물에 부드러운꼬리 환상의한끼
28,000원; 꼬리곰탕(특)
38,000원; 한돈 돼지수육
35,000원; 한돈 반
18,000원; 한우1++차돌 수육
한우 1++의등급의 살살 녹아버리는 프리미엄 수육
60,000원; 차돌수육 반
30,000원; 한우 얼큰 김치만두 전골
얼큰한 한우얼큰 김치만두전골 꼬리와 도가니를 추가해서 드시면 더욱 맛있습니다.
45,000원; 꼬리수육 반
부드러운 꼬리수육 청간막국수 최고의 인기메뉴
40,000원; 도가니수육
쫄깃한 도가니수육
60,000원; 한우1++등심 불고기 (2인분이상)
피양옥의 인기메뉴 살살녹는 한우1++등심 불고기 과일로 맛을내어 더욱 건강하게
34,000원"
강남교자 본점,13073102,"칼국수,만두",서울 서초구 강남대로69길 11 삼미빌딩,02-536-4133,강남역맛집 강남교자에서 뜨끈한 칼국수,예약,"생방송오늘저녁 158회, 15.07.03.
2015년 7월 3일
 클로렐라 콩국수; 생생정보통 362회, 11.11.24.
2011년 11월 24일
 닭칼국수/칼국수","수
10:30 - 21:00
20:25 라스트오더; 목
10:30 - 21:00
20:25 라스트오더; 금
10:30 - 21:00
20:25 라스트오더; 토
10:30 - 21:00
20:25 라스트오더; 일
10:30 - 21:00
20:25 라스트오더; 월(9/16)
10:30 - 15:00; 화(9/17)
추석10:00 - 20:00","칼국수
대표
진하고 담백한 닭 육수와 부드러운 면발의 조화가 일품인 강남교자 대표 면요리
11,000원; 교자만두
비법 양념으로 잘 버무려 만든 소를 채워 한 입 크기로 빚어낸 강남교자 대표 찐만두
12,000원; 얼큰칼국수
매콤하면서도 진한 맛이 일품인 면 요리
11,000원; 얼큰수제비
쫄깃한 식감과 비법 얼큰 양념으로 매콤하면서도 시원한 맛이 일품인 수제비
11,000원; 완당떡국
깊고 담백한 맛이 일품인 완당 떡국
11,000원; 닭개장
신선한 채소와 풍성한 건더기로 든든하고 얼큰한 식사메뉴
12,000원; 얼큰해물칼국수
얼큰 해물 칼국수
12,000원; 설렁탕
부드럽고 담백한 양지고기, 쫄깃하고 잘 숙성된 면발로 이루어진 맛이 일품인 한 그릇 요리
12,000원; 비빔국수
저온숙성 비법 양념장과 새콤달콤함 무절임, 향긋한 오이채, 영양만점 클로렐라 면의 조화
11,000원; 콩국수
영양만점 클로렐라 면을 더해 깊고 담백하며 구수한 맛의 전통방식 콩국수
13,000원; 초계국수
여름 보양식으로 뼛속까지 시원한 닭 육수에 영양만점 클로렐라 면, 닭 가슴살의 초계국수
12,000원; 떡갈비
떡갈비
4,000원"
스시산원 반주헌,1219317289,요리주점,서울 강남구 테헤란로4길 6 센트럴푸르지오시티 지하2층 224호,02-562-0516,,"단체 이용 가능, 포장, 무선 인터넷, 예약, 남/녀 화장실 구분, 주차",,"수
11:30 - 24:00
14:30 - 17:30 브레이크타임
23:00 라스트오더; 목
11:30 - 24:00
14:30 - 17:30 브레이크타임
23:00 라스트오더; 금
11:30 - 24:00
14:30 - 17:30 브레이크타임
23:00 라스트오더; 토
11:30 - 23:00
14:30 - 17:30 브레이크타임
22:00 라스트오더; 일
정기휴무 (매주 일요일); 월(9/16)
추석 연휴 휴무; 화(9/17)
추석 휴무; 09/16-09/18 추석 연휴 휴무","오마카세스시(점심특선)
대표
오마카세퀄리티스시 10피스가 제공됩니다.
36,000원; 반주헌류 숙성 카이센동 (점심특선)
대표
감칠맛을 최대한 끌어올려 숙성시킨 제철해산물과 참치, 연어알을 듬뿍넣은 해산물덮밥정식.
30,000원; 반주헌류 스페셜 카이센동(점심특선)
감칠맛을 최대한 끌어올려 숙성시킨 제철해산물과 참치, 연어알, 성게알을 넣은 해산물덮밥
38,000원; 반주헌류 명품 루이비동(점심특선)
참치뱃살 성게알 연어알 단새우 가리비관자 명품같은 재료들만 모아놓은 명품카이센동
60,000원; 우니마구로이쿠라동(점심특선)
참치뱃살과 성게알 연어알을 아낌없이 드리는 우마이동
40,000원; 부리동 (점심특선) (겨울한정)
겨울 대표생선 기름좔좔 흐르는 방어덮밥정식입니다. (차완무시, 튀김, 우동 포함)
19,000원; 에비동 (점심특선)
통통한 새우를 듬뿍 올린 생새우덮밥정식
23,000원; 2인 사시미
숙성사시미의 식감을 느껴보세요
46,000원; 3인 사시미
숙성사시미의 식감을 느껴보세요
69,000원; 후토마키 5pcs
참치와 새우튀김이 들어간 큼직한 마키
14,000원; 트러플전복내장크림 바게트
바삭한 바게트빵과 트러플향을 입은 전복내장크림
17,000원; 슈토크림 파스타
슈토향이 나는 파스타
22,000원; 닭다리숯불구이
숯불향이 나는 닭다리구이
28,000원; 메로 소금구이
기름찬 메로를 소금양념한 구이
30,000원; 버섯차돌박이나베
버섯과 차돌박이가 함께하는 국물요리
35,000원; 스지오뎅나베
쫀득한 스지가 들어간 어묵탕
30,000원; 붕장어튀김
뼈와 살을 따로 바삭하게 튀긴 붕장어
21,000원; 문어 카르파쵸
상큼한 야채와 문어의 만남
24,000원; 토리가라아게
일본식으로 바삭하게 튀겨낸 닭튀김
22,000원; 도미머리 조림
25,000원; 초절임고등어 사시미(겨울한정)
상큼한 초절임한 고등어회
27,000원"
이자카야나무 강남역2호점,36301743,이자카야,서울 강남구 강남대로78길 8 지하1층 이자카야나무 강남역2호점,02-558-6787,강남분위기좋은이자카야나무강남점,"예약, 포장, 남/녀 화장실 구분, 배달, 단체 이용 가능, 주차",,"매일
15:30 - 05:00","나무는 이벤트 중
대표
나무에서는 다양한 이벤트를 진행하고 있습니다.자세한 내용은 페이지 또는 매장에 문의주세요
변동; 특선 사시미모리아와세(15종구성)
대표
98,000원; 명란크림우동
대표
26,500원; 투뿔 한우타다끼
대표
28,000원; 숯불꼬치7종구이
대표
25,000원; 봉골레 생백합술찜
대표
27,000원; 오늘의사시미(8종구성)
52,000원; 광어+연어 두가지사시미
41,000원; 도미사시미
39,000원; 광어사시미
37,000원; 연어사시미
32,000원; 고노와다단품
13,000원; 석화 15pcs
22,000원; 그릭요거트 生연어샐러드
25,000원; 모찌리도후 샐러드
19,500원; 크림치즈 품은 불닭
27,500원; 크림치즈오꼬노미야끼
24,500원; 매콤해물떡볶이
26,500원; 흑초만난 탕수육
26,000원; 불닭소스 맞은 깐풍기
26,000원; 볼케이노 오돌뼈
25,000원; 혼마구로[참다랑어]타다끼
29,000원; 관자,새우 갈릭버터
29,000원; 차돌숙주볶음
24,500원; 오사카풍 오꼬노미야끼
23,500원; 눈꽃 명란계란말이
21,000원; 허니 고구마스틱
13,000원; 타코와사비
13,000원; 에비덴뿌라
28,500원; 문어튀김
26,500원; 표고완자튀김
24,500원; 도리가라아게
22,500원; 숯불꼬치9종구이
29,000원; 메로소금구이
29,500원; 항정살간장구이
25,000원; 촉촉 오징어한마리
16,000원; 밀푀유나베
28,500원; 차돌탄탄나베
28,500원; 전통나가사끼 해물짬뽕나베
28,000원; 얼큰수제비 해물짬뽕나베
28,000원; 간사이풍 오뎅나베
25,000원; 오늘의초밥10pcs
15,500원; 모둠초밥12pcs
18,500원; 특모둠초밥15pcs
26,000원; 스페셜모둠초밥20pcs
35,000원; 꽃등심초밥10pcs
22,000원; 연어초밥10pcs
19,000원; 광어초밥10pcs
22,000원; 혼마구로아까미초밥10pcs
23,000원; 초새우초밥10pcs
16,500원; 광어+연어초밥10pcs
21,000원; 광어+꽃등심초밥10pcs
22,500원; 꽃등심+연어초밥10pcs
21,000원; 生사케동
19,000원; 폭탄회덮밥
13,000원; 규동
13,500원; 돈카츠산도
11,000원; 간사이오뎅우동
11,000원; 살얼음동동 냉소바
11,000원; 명란버터계란밥
9,000원"
느린마을양조장 강남점,32838644,요리주점,서울 서초구 서초대로73길 7 우송빌딩 지하 1층,0507-1473-7720,막걸리와 안주가 맛있는 최애 막걸리집,"예약, 남/녀 화장실 구분, 주차, 무선 인터넷",,"수
17:00 - 24:00; 목
17:00 - 24:00; 금
17:00 - 24:00; 토
17:00 - 24:00; 일
16:00 - 23:00; 월(9/16)
16:00 - 23:00; 화(9/17)
추석 당일 휴무","느린마을 막걸리
대표
10,000원; 느린마을소주
대표
6,000원; 모둠부침개
대표
33,000원; 느린마을 수육
대표
33,000원; 아롱사태 냉채
27,000원; 느린마을 물회(광어)
27,000원; 느린마을 물회(육회)
27,000원; 차돌대창매콤면
29,000원; 하와이안 램 찹
27,000원; BBQ치킨전
24,000원; 메밀배추부침개
16,000원; 봄미나리 쭈꾸미숙회
31,000원; 날치알 광어회무침 쌈
30,000원; 전라도식 고추장육회무침
25,000원; 삼겹구이와 비빔쫄면
24,000원; 누룽지 낙지볶음
25,000원; 해물파전
23,000원; 소고기육전
21,000원; 속초식 오징어순대와 명태식해
25,000원; 돼지고기 김치전
20,000원; 추억의옛날돈까스
24,000원; 차돌박이 옛날떡볶이
26,000원; 매콤한 차돌박이숙주볶음
26,000원; 닭발편육과부추무침
19,000원; 매콤한무뼈닭발볶음
19,000원; 느린마을 닭똥집튀김
9,900원; 코코넛밀크 후르츠화채
17,000원; 청포도 소주
10,000원; 히비스커스 소주
10,000원; 자몽 소주
10,000원; 동해 하이볼
7,000원; 레몬소주 하이볼
8,000원; 느린마을 샌드위치
7,000원"
돈비고고 강남본점,1038346559,돈가스,서울 강남구 강남대로106길 7 2층,0507-1389-2062,,"단체 이용 가능, 무선 인터넷",,"수
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더; 목
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더; 금
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더; 토
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더; 일
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더; 월
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더; 화
11:20 - 21:00
16:00 - 17:10 브레이크타임
15:30, 20:30 라스트오더","1인 무제한
대표
수제돈까스, 제육볶음,감자튀김 등 다양한 음식 무한리필 1인 : 이벤트가 9,900원!!
9,900원; 비빔국수 + 돈까스무한
13,900원; 잔치국수 + 돈까스무한
12,900원; 12세 미만
7,900원; 맥주
맥주 특가 이벤트 한병 2,900원
2,900원; 소주
소주 특가 이벤트 한병 2,500원
2,500원"
왓쇼이켄,38643764,일본식라면,서울 강남구 테헤란로4길 46 쌍용플래티넘밸류 B1 120호,02-508-5127,,"주차, 단체 이용 가능",,"수
11:00 - 20:00
14:30 - 17:00 브레이크타임
19:30 라스트오더; 목
11:00 - 20:00
14:30 - 17:00 브레이크타임
19:30 라스트오더; 금
11:00 - 20:00
14:30 - 17:00 브레이크타임
19:30 라스트오더; 토
11:00 - 14:30
14:00 라스트오더; 일
정기휴무 (매주 일요일); 월(9/16)
추석 연휴11:00 - 14:30; 화(9/17)
추석 당일 휴무","미소 라멘
9,500원; 교카이 돈코츠라멘
10,000원; 쇼유 라멘
9,000원; 돈코츠 라멘
9,000원; 아까 라멘
9,000원"
봉우화로,11609540,"육류,고기요리",서울 강남구 봉은사로18길 76 스타 팰리스,0507-1375-8452,우삼겹에 항아리냉면 맛있는 강남역 고깃집,"예약, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 간편결제, 주차","2TV저녁생생정보 100회, 15.06.29.
2015년 6월 29일
 ; 굿모닝대한민국 577회, 13.08.13.
2013년 8월 13일
 가위냉면","매일
11:30 - 23:00
22:20 라스트오더","우삼겹 150g
소고기 양념 삼겹살
12,000원; 생 삼겹살 150g
13,000원; 이베리코 목살 150g
13,000원; 갈비살 150g
미국산
16,000원; 한우 투뿔등심 150g
45,000원; 버섯세트
5,000원; 차돌된장찌개(공기밥별도)
5,000원; 초밥(6 pcs)
3,000원; 우밥(우삼겹+날치알+무채비빔밥)
5,000원; 차돌된장찌개+무채 비빔밥
7,000원; 우밥세트(우밥+차돌된장찌개)
7,000원; 신(辛)항아리가위냉면
물냉면과 비빔냉면을 함께 맛볼수있는 특별한 메뉴입니다
8,000원; 물냉면
함흥식 물냉면으로 동치미육수를 사용하여 소화가 잘되며 속이 시원합니다
8,000원; 비빔냉면
8,000원; 소고기 무국(월~금)
11:30~15:00
6,000원; 무채 비빔밥+차돌된장찌개
11:30~15:00
7,000원; 돌솥 비빔밥
11:30~15:00
8,000원; 봉우수제왕만두
4,000원"
두껍삼 강남직영점,37253680,돼지고기구이,서울 서초구 서초대로78길 44,02-585-3592,강남역회식장소추천 숙성삼겹살의 진한맛 두껍삼 강남점,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 주차, 발렛파킹",,"수
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 금
11:00 - 22:00
15:00 - 17:00 브레이크타임
14:30, 21:30 라스트오더; 토
11:30 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더; 일
11:30 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더; 월(9/16)
추석 연휴 휴무; 화(9/17)
추석 휴무","한우 스페셜
대표
한우 숙성 등심 (150g) + 한우 숙성 채끝등심 (150g) + 한우 숙성 부채살 (150g) + 육회 (200g) or 꽃살 (150g) + 계란찜 (1개)
165,000원; 숙성 삼겹살 (150g)
대표
19,000원; 백미삼
백묵은지 + 미나리 + 숙성 삼겹살
21,000원; 백미항
백묵은지 + 미나리 + 숙성 항정살
25,000원; 두껍삼 스페셜 세트
숙성삼겹살 or 숙성목살 4인분 + 한우숙성등심 1인분 + 꽃살 1인분 + 육회 1인분
188,000원; 두껍삼 실속세트
숙성삼겹살 or 숙성목살 4인분 + 육회 or 꽃살 1인분 + 음료수 1개
111,000원; ONLY커플세트
숙성삼겹살 3인분 + 계란찜 1개 + 음료수 1개
65,000원; 숙성 목살 (150g)
19,000원; 광양식 숙성 목살 (180g)
21,000원; 숙성 가브리살 (130g)
24,000원; 숙성 항정살 (130g)
24,000원; 특수부위 (숙성 가브리살 65g + 숙성 항정살 65g)
24,000원; 광양 불고기 (180g)
38,000원; 한우 불고기 (180g)
45,000원; 한우 숙성 등심 (150g)
45,000원; 한우 숙성 채끝등심 (150g)
45,000원; 한우 숙성 부채살 (150g)
41,000원; 꽃살 (150g)
35,000원; 육회 (200g)
35,000원; 시골된장찌개
4,000원; 묵은지 뚝배기
9,000원; 치자 묵은지 소면
8,000원; 칡 물냉면
8,000원; 칡 비빔냉면
8,000원; 계란찜
8,000원; 누룽지
6,000원; 점심특선: 두껍삼 정식 (2인이상)
19,000원; 점심특선: 두껍삼냉면정식 (2인이상)
23,000원; 점심특선: 목살불고기정식 (2인이상)
21,000원; 점심특선: 목불냉면정식 (2인이상)
25,000원; 점심특선: 쌈밥 정식 (2인이상)
12,000원; 점심특선: 버섯 뚝불
10,000원; 점심특선: 두껍삼 육칼
10,000원; 점심특선: 묵은지 뚝배기
9,000원; 점심특선: 칡 물냉면
9,000원; 점심특선: 칡 비빔냉면
9,000원"
마유유 마라탕 강남역점,1099956877,중식당,서울 강남구 강남대로94길 27 2층,0507-1378-7825,,"단체 이용 가능, 예약, 포장, 배달, 무선 인터넷",,"수
11:30 - 21:20
21:00 라스트오더; 목
11:30 - 21:20
21:00 라스트오더; 금
11:30 - 21:20
21:00 라스트오더; 토
11:30 - 21:20
21:00 라스트오더; 일
정기휴무 (매주 일요일); 월
11:30 - 21:20
21:00 라스트오더; 화
11:30 - 21:20
21:00 라스트오더","찹쌀쫀득꿔바로우
대표
소 - 11,000원 대 - 17,000원
11,000원; 마라가지튀김
대표
바삭바삭 튀겨낸 가지튀김에 매콤달콤 마라소스를 입힌 요리
16,000원; 분모자마라떡볶이
대표
인기 최고 사이드 메뉴, 오직 마유유에서만 드실 수 있는 매콤달콤 수제 마라 떡볶이 소스!
9,000원; 통새우멘보샤 5P
대표
통새우 얇은 식빵 멘보샤 식감 최고 :)
10,000원; 소고기 마라탕 & 공기밥
든든한 한그릇! 점심 마라탕 메뉴
9,800원; 소고기 마라샹궈 덮밥
가성비 메뉴! 점심 마라샹궈 메뉴
11,000원; 마라탕
1인 - 11,000원 2인 - 18,000원 깊고 진한 마라탕
11,000원; 마라샹궈
1인 - 13,000원 2인 - 21,000원 불향 가득 입힌 매콤한 마라샹궈
13,000원; 소고기 우육탕면
진한 국물의 찐 소고기 우육탕면~ 여기가 바로 대만/홍콩이다!
9,500원; 마라깐풍기
닭다리살을 튀겨 매콤달콤 마라소스를 입힌 요리
17,000원; 꽃빵튀김 4P & 연유
꽃빵튀김과 달콤한 연유의 조합
5,000원; 고슬고슬계란볶음밥
매운맛을 중화시켜주는 맛있는 계란볶음밥
7,500원; 크림새우
달콤한 크림 소스와 바삭한 새우튀김의 조합 느끼함을 달래주는 양상추까지~
18,000원"
