name,store_id,category,address,tel,options,amenity,broadcast,business_hours,menu
파크 하얏트 서울 코너스톤,11678779,이탈리아음식,서울 강남구 테헤란로 606 파크 하얏트 서울 2층,0507-1414-1220,,"예약, 단체 이용 가능, 발렛파킹, 남/녀 화장실 구분, 주차",,"토
06:30 - 22:00
10:30 - 12:00 브레이크타임
15:00 - 18:00 브레이크타임
21:00 라스트오더; 일
06:30 - 22:00
10:30 - 12:00 브레이크타임
15:00 - 18:00 브레이크타임
21:00 라스트오더; 월
06:30 - 22:00
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임
21:00 라스트오더; 화
06:30 - 22:00
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임
21:00 라스트오더; 수
06:30 - 22:00
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임
21:00 라스트오더; 목
06:30 - 22:00
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임
21:00 라스트오더; 금
06:30 - 22:00
10:00 - 11:30 브레이크타임
14:30 - 18:00 브레이크타임
21:00 라스트오더","주말 브런치 뷔페 - 씨푸드 피스트
대표
해산물 바+라이브 카빙 스테이션+애피타이저(샐러드)+메인메뉴 3종+디저트 섹션+웰컴주류1잔
150,000원; 노빌레 디너 코스
대표
애피타이저, 수프, 파스타 메인 2가지 그리고 디저트로 구성된 6코스입니다.
189,000원; 시그니처 디너 코스
애피타이저, 수프, 파스타, 메인 그리고 디저트로 구성된 5코스입니다.
129,000원; 평일 런치 4코스
애피타이저, 수프, 메인 그리고 디저트로 구성된 4코스입니다.
69,000원; 평일 런치 5코스
애피타이저, 수프, 파스타, 메인 그리고 디저트로 구성된 5코스입니다.
89,000원; 일반 예약
애피타이저, 파스타, 스테이크 등 정통 이탈리안 단품 메뉴 (1만 9천원 부터)
19,000원"
매드포갈릭 도곡점,18555629,이탈리아음식,서울 강남구 언주로 123 재능교육빌딩 지하1층,02-529-4220,,예약,,"매일
11:30 - 21:00
20:30 라스트오더","Caesar Salad
신선한 로메인과 베이컨 슬라이스, 크루통에 그라나 파다노 치즈를 갈아서 얹은 샐러드
20,900원; Garlicpeno Pasta
매드포갈릭의 가장 매콤한 파스타로 할라페뇨와 마늘의 맛을 풍부하게 느낄 수 있는 올리브 오일 파스타
25,400원; Garlic Snowing Pizza
화이트 소스에 새우, 파인애플, 고소한 튀긴 마늘이 어우러진 매드포갈릭 시그니처 피자
27,400원; Garlic Sizzling Rice
베이컨, 새콤한 마늘 장아찌, 톡톡 씹히는 날치알과 렌치 소스가 함께 어우러진 매드포갈릭 시그니처 철판 볶음밥
27,800원; Garlic Steak
특별 레시피로 조리한 마늘이 듬뿍 올라간 매드포갈릭의 시그니처 등심 스테이크
51,400원; Garlic Hug Steak
달콤한 마늘 소스와 매운 향의 치즈 크림 소스를 함께 즐기는 부드러운 안심 스테이크
54,600원"
이엘포레스트,1755586163,이탈리아음식,서울 강남구 역삼로4길 16 성우스타우스오피스텔 B109호,0507-1359-8323,,"포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능, 간편결제, 주차",,"금
11:30 - 21:30
15:00 - 17:30 브레이크타임
20:30 라스트오더; 토
정기휴무 (매주 토요일); 일
12:00 - 21:30
15:30 - 17:30 브레이크타임
20:30 라스트오더; 월
11:30 - 21:30
15:00 - 17:30 브레이크타임
20:30 라스트오더; 화
11:30 - 21:30
15:00 - 17:30 브레이크타임
20:30 라스트오더; 수
11:30 - 21:30
15:00 - 17:30 브레이크타임
20:30 라스트오더; 목
11:30 - 14:00
13:00 라스트오더","스파이시 로제 뇨끼대표
SPICY ROSE GNOCCHI 감자뇨끼(국산).
15,800원; 와인토닉 1+1대표
WINE & TONIC 스페인 MIXED 알콜 BEST 5 Tinto de Verano(틴토 데 베라노) 레드와인(페나솔, 스페인, 12%) 2oz, 토닉워터
4,800원; [저녁&주말] 하몽 피자대표
JAMON SERRANO PIZZA 하몽(스페인), 과일(국산), 보코치니(미국), 안티모카푸토 슈퍼누볼라(이탈리아)
17,800원; [저녁&주말] 와규 타다끼
WAGYU TATAKI 호주산 와규 200g, 샐러드
29,800원; [저녁&주말] 프로볼로네 피자
PROVOLONE BACON PIZZA 프로볼로네(이탈리아), 베이컨(외국산), 블랙올리브(스페인),
16,800원; [저녁&주말] 애플 콩포트 고르곤졸라 피자
APPLE COMPOTE GORGONZOLA PIZZA 사과(국산). 고르곤졸라치즈(이탈리아). 안티모카푸토 슈퍼누볼라(이탈리아)
15,800원; [저녁&주말] 부라타 피자
BURRATA PIZZA 부라타 치즈(이탈리아), 허니슬라이스(이탈리아산 수입중단, 국내산 대체), 안티모카푸토 슈퍼누볼라(이탈리아)
16,800원; [저녁&주말] 마르게리타 피자
MARGHERITA 모짜렐라(미국). 바질(국산). 방울토마토(국산)
15,800원; [저녁&주말] 페페로니 피자
PEPPERONI 페페로니(국내산)
16,800원; [저녁&주말] 수란 까르보나라
POACHED EGG CREAM CARBONARA 달걀(국산), 통베이컨(미국), 룸모 페투치네면(이탈리아)
15,800원; [저녁&주말] 와규 고르곤졸라치즈 파스타
BEEF GORGONZOLA CHEESE CREAM PASTA 와규(미국산, 90g), 고르곤졸라치즈(이탈리아), 페투치네면(이탈리아, 룸모)
16,800원; [저녁&주말] 문어 샐러드 파스타
Pulpo Salad Pasta 문어(필리핀), 면(이탈리아)
15,800원; [저녁&주말] 하몽 피자대표
JAMON SERRANO PIZZA 하몽(스페인), 과일(국산), 보코치니(미국), 안티모카푸토 슈퍼누볼라(이탈리아)
17,800원; 라따뚜이 뇨끼
RATATOUILLE GNOCCHI 가지, 쥬키니, 토마토, 뇨끼
16,800원; 스파이시 로제 뇨끼
SPICY ROSE GNOCCHI 감자뇨끼(국산).
15,800원; 칠리 라구 파스타
CHILI RAGU PASTA 멕시칸 칠리 시즈닝, 우민찌(호주), 토마토소스(이탈리아), 면(이탈리아)
13,800원; 스파이시 로제 뇨끼대표
SPICY ROSE GNOCCHI 감자뇨끼(국산).
15,800원; 랍스터새우 감태 크림 리조또
ROBSTER SHRIMP GAMTAE(SEAWEED) RISOTTO 랍스터새우(아르헨티나), 감태(서산/자연산), 리소파보일드(이탈리아)
13,800원; [평일점심한정] 수란 까르보나라
POACHED EGG CREAM CARBONARA 달걀(국산), 통베이컨(미국), 룸모 페투치네면(이탈리아)
13,800원; [평일점심한정] 우삼겹 토마토 리조또
GRILLED BEEF, ITALY RISO PARBOILED, TOMATO SAUCE. 우삼겹(미국), 토마토소스(이탈리아), 이탈리아쌀
10,800원; 한국소비자산업평가 우수상 수상
[[강남구 이탈리아음식 부문 우수업체 선정]] (전국 609,749개 음식점 중)
0원; [평일점심한정] 오늘의 스프
[런치특별제공] 1인 1메뉴당 1개 주문가능
0원; [평일점심한정] 주꾸미 오일 파스타
WEBFOOT OCTOPUS OIL PASTA 주꾸미(베트남), 스파게티면(이탈리아)
11,800원; 칠리 라구 파스타
CHILI RAGU PASTA 멕시칸 칠리 시즈닝, 우민찌(호주), 토마토소스(이탈리아), 면(이탈리아)
13,800원; [리뷰서비스] 윙&프렌치프라이 혹은 탄산음료 무료
1테이블당 최대 1개 가능합니다 :) **네이버 영수증리뷰 서비스** 1. 네이버 주문으로 결제한 후 리뷰작성하기 혹은 카드로 결제먼저 하고 매장에 영수증 요청해서 리뷰 작성하기 2. 네이버에 작성한 리뷰를 보여주고 음료 or 윙&프렌치프라이 서비스받기
0원; 레드핫윙매운맛1단계
RED HOT WINGS 미국 시장점유율 1위 레드핫소스 버팔로윙
9,800원; 감자튀김
FRENCH FRIES 짭짤한 칠리맛이 특징인 시즈닝 감자튀김
3,000원; 식전빵(2ea)
APERITIF BREAD
1,000원; 오늘의 스프
TODAY'S SOUP
2,000원; [평일점심한정] 피타 샐러드(PITA SALAD)
피타브레드(인도), 루꼴라(국산), 치커리(국산)
6,800원; [평일저녁&주말] 이엘 샐러드
IELE SALAD 이탈리아밀(안티모카푸토 슈퍼누볼라), 샐러드
13,800원; 감바스
GAMBAS 새우(인도)
6,800원; 파인애플 클라라
장사천재 파인애플 클라라 맥주
4,800원; 애플 하이볼
APPLE HIGHBALL, BELL'S WHISKY 벨즈 블렌디드 스카치 위스키
4,800원; 레몬 하이볼
LIMONCE, LEMON 리몬체, 레몬
4,800원; 얼그레이 하이볼
EARL GREY HIGHBALL, BELL'S WHISKY 벨즈 블렌디드 스카치 위스키
4,800원; 위스키 하이볼
BELL'S WHISKY HIGHBALL, BELL'S WHISKY 벨즈 블렌디드 스카치 위스키, 레몬
4,800원; 글라스와인
프리미엄 호주산 WINE IN A GLASS
4,800원; 카사리토 모스카토 다스티(D.O.C.G.등급)
CASARITO MOSCATO D'ASTI D.O.C.G. 이탈리아 와인등급체계 최고등급 생산지:이탈리아, 피에몬테 품종:무스카토
26,800원; 엘 토키 카베르네 쇼비뇽
EL TOQUI CABERNET SAUVIGNON 생산지:칠레 포도품종:카베르네쇼비뇽
18,800원; 와인토닉 1+1대표
WINE & TONIC 스페인 MIXED 알콜 BEST 5 Tinto de Verano(틴토 데 베라노) 레드와인(페나솔, 스페인, 12%) 2oz, 토닉워터
4,800원; 콜키지(2인만 무료)
3인부터 1병당 10,000원
10,000원; 진로 골드 ZERO SUGAR
4,800원; 켈리 병맥주 1+1
KELLY 330ml
6,800원; 페로니(이탈리아 프리미엄 맥주)
PERONI, 330ml
6,800원; 떼루아 멜롯-시라
TERROIR&VIGNOBLES MERLOT-SYRAH 원산지:프랑스 품종:메를로&시라
20,800원; 까사 델 캄포 레드와인
CASA DEL CAMPO RED WINE
16,800원; 코카콜라
COKE
3,000원; 스프라이트
Sprite
2,000원"
뽀모도로 코엑스몰점,34807305,이탈리아음식,서울 강남구 봉은사로 524 코엑스몰 B1 J107,02-551-1515,식약처 인증 위생등급 매우우수 음식점,"예약, 남/녀 화장실 구분, 무선 인터넷, 주차, 포장",,"매일
11:00 - 21:00
20:30 라스트오더","빼쉐
대표
매콤한 맛의 토마토소스에 얼큰하고 시원한 국물이 있는 해산물 스파게티
22,000원; 까르보나라
대표
크림소스와 베이컨 고소한 맛의 스파게티
21,000원; 새우 날치알 리조또
대표
새우와 날치알로 맛을 낸 크림소스의 이태리식 밥 요리
21,000원; 오븐스파게티
치즈를 올린 오븐 스파게티
20,000원; 만조
토마토 소스와 소고기로 맛을 낸 스파게티
20,000원; 뽀모도로
토마토소스와 버섯 및 각종야채 스파게티
19,000원; 카프레즈
피자치즈와 토마토 소스 스파게티
18,000원; 펜네
토마토, 가지, 치즈로 맛을 낸 펜네
19,000원; 마레
뽀모도로 특선 해산물 스파게티
21,000원; 타자린
토마토소스와 닭 가슴살을 곁들인 담백한 스파게티
20,000원; 아마트치아나
토마토소스와 칠리소스로 만든 로마풍의 매콤한 스파게티
20,000원; 알리오올리오
올리브오일 소스 스파게티
19,000원; 봉골레
백포도주와 조개를 곁들인 담백한 스파게티
20,000원; 감베리
크림소스와 새우 및 마늘로 맛을 낸 감베리
21,000원; 페스토크림
페스토소스와 새우,마늘로 맛을 낸 크림 스파게티
22,000원; 마레 리조또
주방장 특선 해산물로 맛을 낸 이태리식 밥 요리
21,000원; 시칠리안 리조또
주방장 특선 소고기와 닭가슴살로 맛을 낸 이태리식 밥 요리
20,000원; 홍합요리
18,000원; 카프레샐러드
18,000원; 야채샐러드
15,000원; 리코타샐러드
18,000원; 시저샐러드
18,000원; 해산물샐러드
18,000원"
VABENE,37278410,이탈리아음식,서울 강남구 강남대로136길 6,010-6737-0997,,"예약, 무선 인터넷, 단체 이용 가능, 주차",,"일
정기휴무 (매주 일요일); 월
17:00 - 24:00
22:00 라스트오더; 화
17:00 - 24:00
22:00 라스트오더; 수
17:00 - 24:00
22:00 라스트오더; 목
17:00 - 24:00
22:00 라스트오더; 금
17:00 - 24:00
22:00 라스트오더; 토
17:00 - 23:00
21:00 라스트오더","봉골레 링귀니
대표
모시조개 바지락과 엑스트라버진 오일의 생면링귀니
25,000원; 티본스테이크 100g당
대표
고소한 등심과 부드러운 안심
17,000원; 다섯가지 치즈 리가토니
콤콤한 치즈들과 크림소스의 리가토니
25,000원; 해산물 누룽지 스파게티
버터구이 누룽지에 갑오징어 가리비 해물의 토마토소스 꼰낄리에
25,000원; 시저샐러드
아삭한 로메인에 시저드레싱과 그라니파다노 치즈
17,000원"
그안에맛있는이탈리안,11886670,이탈리아음식,서울 강남구 언주로30길 26,02-579-7748,,"예약, 단체 이용 가능, 포장, 무선 인터넷, 주차",,"토
12:00 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 일
12:00 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 월
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 화
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 수
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 목
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더; 금
11:30 - 22:00
15:00 - 17:30 브레이크타임
21:00 라스트오더","피자
21,000~24,000원; 메인요리
45,000~105,000원; Simple course
오늘의 스프 또는 샐러드 중 선택 파스타 선택 커피 또는 차
38,000원; Natural course
45,000원; Bene course
52,000~77,000원; Dinner course
70,000~120,000원; 에피타이저 및 스프
10,000~33,000원; 샐러드
22,000~41,000원; 파스타
25,000~44,000원"
치폴라로쏘 삼성본점,1280724996,이탈리아음식,서울 강남구 영동대로114길 5 B1층,0507-1334-1274,,"남/녀 화장실 구분, 예약, 포장, 단체 이용 가능, 무선 인터넷, 대기공간, 주차, 발렛파킹",,"토
11:00 - 22:00
21:00 라스트오더; 일
11:00 - 22:00
21:00 라스트오더; 월
11:00 - 22:00
21:00 라스트오더; 화
11:00 - 22:00
21:00 라스트오더; 수
11:00 - 22:00
21:00 라스트오더; 목
11:00 - 22:00
21:00 라스트오더; 금
11:00 - 22:00
21:00 라스트오더","크렌베리 피자
대표
새우와 파인애플이 달콤한 크림소스와 어우러진 새콤달콤한 피자
22,800원; 빠네 로제 파스타
대표
신선한 버섯에 토마토소스, 고소한 크림소스로 맛을 낸 빠네빵과 어우러진 파스타
20,300원; 와인 소스 스테이크
대표
매콤달콤한 와인 소스와 신선한 루꼴라가 곁들여진 부드러운 안심 스테이크
49,000원; 쉬림프 로제 파스타
신선한 야채와 버섯에 토마토소스, 고소한 크림소스로 맛을 낸 새우 파스타
17,800원; 잣 크림 파스타
신선한 크림에 고소한 잣 크림 소스로 맛을 낸 파스타
18,800원; 마레몬테 파케리 파스타
신선한 야채와 새우를 볶아 매콤한 크림소스에 고소하고 부드럽게 맛을 낸 파스타
19,800원; 카프레제
모짜렐라 치즈와 신선한 토마토에 바질 페스토가 어우러진 샐러드
18,800원; 와인 디쉬 까망베르 치즈
달콤한 마늘크림 소스와 부드러운 까망베르 치즈가 어우러진 완인 안주
24,000원; 하차푸리
여러가지 치즈류, 버터를 넣어 구워낸 와인과 어울리는 북유럽 스타일치즈 안주
19,800원; 갈릭 어니언 쉬림프
신선한 새우를 매콤하고 고소한 마늘 양파 소스로 볶아 낸 새우 요리
18,800원; 톡톡 새우 파스타
신선한 새우를 볶아 크림소스에 고소하고 부드럽게 맛을 낸 파스타
18,300원; 루꼴라 치즈 샐러드
루꼴라에 달콤한 허니 소스와 리코타 치즈가 듬뿍 들어간 샐러드
16,800원; 해산물 쌀국수 파스타
각종 해산물과 화이트와인 소스가 만나 시원하고 매콤한 맛을 느낄 수 있는 쌀국수 파스타
18,300원; 갈릭등심스테이크
등심살에 구운 야채와 다진 마늘을 와인소스에 졸여 마늘향이 은은한 스테이크
49,000원; 스테이크 앤 라이스
그릴에서 구운 프리미엄 부채살에 고소한 버섯 볶음밥이 어우러진 콤보요리
19,300원"
루나아시아,18456248,인도음식,서울 강남구 삼성로100길 15 명당빌딩,02-562-7992,,"예약, 단체 이용 가능, 포장, 무선 인터넷",,"토
12:00 - 21:00
20:00 라스트오더; 일
12:00 - 21:00
20:00 라스트오더; 월
11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더; 화
11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더; 수
11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더; 목
11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더; 금
11:00 - 22:00
14:30 - 17:00 브레이크타임
21:00 라스트오더","탄두리치킨한마리
대표
27,000원; 프라운빈달루
대표
22,000원; 탄두리치킨샐러드
13,000원; 팔락파니르
18,000원; 버터치킨
19,000원; 비프도피아자
23,000원; 머튼마살라
22,000원; 고스트 팔라크
23,000원; 야채 브리야니
18,000원; 달타르카
렌틸콩으로 만든 야채커리
14,000원; 야채커리 세트
12,000원; 치킨커리 세트
13,000원; 양고기커리 세트
15,000원; 소고기커리 세트
15,000원; 새우커리 세트
15,000원"
커리146 서초점,1230572507,인도음식,서울 서초구 서초대로53길 26 2층,070-4106-0146,,"포장, 배달, 단체 이용 가능",,"금
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더; 토
11:00 - 15:00
14:00 라스트오더; 일
11:00 - 21:00
15:00 - 16:00 브레이크타임
20:00 라스트오더; 월
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더; 화
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더; 수
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더; 목
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더","CURRY 커리박스
대표
10,900원; 할랄라이스
대표
12,000원; 베지터블 카다이
10,900원; 시금치파니르
11,900원; 치킨마크니
10,900원; 치킨티카마샬라
10,900원; 비프빈달루
10,900원"
강가 역삼점,12794575,인도음식,서울 강남구 논현로 508 GS타워 지하1층,02-2005-0610,,"예약, 주차, 무선 인터넷, 포장, 남/녀 화장실 구분",,"금
11:00 - 21:00
14:30 - 17:00 브레이크타임; 토
11:30 - 21:00
15:00 - 17:00 브레이크타임; 일
11:30 - 21:00
15:00 - 17:00 브레이크타임; 월
11:00 - 21:00
14:30 - 17:00 브레이크타임; 화
11:00 - 21:00
14:30 - 17:00 브레이크타임; 수
11:00 - 21:00
14:30 - 17:00 브레이크타임; 목
11:00 - 21:00
14:30 - 17:00 브레이크타임","탄두리 치킨대표
매콤한 향신료에 24시간 숙성시킨 치킨을 탄두에 구운 인도 정통 바비큐
26,500원; 치킨 마크니대표
신선한 토마토와 향신료를 넣은 부드러운 버터크림 소스의 치킨 커리
23,500원; 팔락 파니르매운맛1단계대표
시금치를 듬뿍 갈아 매콤한 칠리 와 향신료를 넣어 맛을 낸 담백한 시금치 커리 with 치즈
24,500원; 치즈 난대표
홈메이드 파니르(치즈)를 넣어 구운 인도식 빵
5,900원; 갈릭 난대표
난 반죽 위에 다진 마늘을 올려 구운 인도식 빵
3,700원; 쉬림프 플라우대표
새우와 인도 향신료를 가미한 인도식 볶음밥
20,500원; 비프 빈달루매운맛3단계대표
톡 쏘는 새콤함과 진한 향신료 맛이 어우러진 매콤한 커리 with 비프
24,500원; 비프 도 피아자 매운맛1단계대표
양파 소스에 토마토와 칠리, 허브 등의 매콤한 향신료로 맛을 낸 소고기 커리
24,500원; 고스트 카다이매운맛1단계대표
토마토 소스에 피망, 파프리카 등의 야채와 매콤한 향신료로 맛을 낸 양고기 커리
24,500원; 프로운 칠리매운맛2단계대표
토마토 소스에 매운 고추와 향신료를 갈아 만든 칠리 소스로 맛을 낸 매콤한 새우커리
25,500원; 탄두리 프로운대표
허브, 크림, 치즈와 카라웨이향을 첨가한 새우 바비큐
32,000원; 탄두리 치킨대표
매콤한 향신료에 24시간 숙성시킨 치킨을 탄두에 구운 인도 정통 바비큐
26,500원; 말라이 티카
요거트, 크림, 치즈 등의 순한 향신료에 숙성시켜 탄두에 구운 뼈 없는 닭다리 순살 바비큐
28,000원; 치킨 티카
매콤한 향신료와 요거트에 숙성시켜 탄두에 구운 뼈 없는 닭다리살 순살 바비큐
28,000원; 탄두리 프로운대표
허브, 크림, 치즈와 카라웨이향을 첨가한 새우 바비큐
32,000원; 파니르 마크니
신선한 토마토와 향신료를 넣은 부드러운 버터크림 소스의 치즈 커리
23,500원; 치킨 마크니대표
신선한 토마토와 향신료를 넣은 부드러운 버터크림 소스의 치킨 커리
23,500원; 프로운 마크니
신선한 토마토와 향신료를 넣은 부드러운 버터크림 소스의 새우 커리
25,500원; 트리플 치즈 마크니
세가지 치즈(모짜렐라, 구운치즈, 커티즈치즈)가 들어간 깊고 진한 마크니 커리
23,500원; 치킨 빈달루매운맛3단계
톡 쏘는 새콤함과 진한 향신료 맛이 어우러진 매콤한 커리 with 치킨
24,500원; 비프 빈달루매운맛3단계대표
톡 쏘는 새콤함과 진한 향신료 맛이 어우러진 매콤한 커리 with 비프
24,500원; 고스트 빈달루매운맛3단계
톡 쏘는 새콤함과 진한 향신료 맛이 어우러진 매콤한 커리 with 양고기
24,500원; 프로운 빈달루매운맛3단계
톡 쏘는 새콤함과 진한 향신료 맛이 어우러진 매콤한 커리 with 새우
23,500원; 팔락 파니르매운맛1단계대표
시금치를 듬뿍 갈아 매콤한 칠리 와 향신료를 넣어 맛을 낸 담백한 시금치 커리 with 치즈
24,500원; 삭 고스트매운맛1단계
시금치를 듬뿍 갈아 매콤한 칠리 와 향신료를 넣어 맛을 낸 담백한 시금치 커리 with 양고기
24,500원; 프로운 바기치매운맛1단계
시금치를 듬뿍 갈아 매콤한 칠리 와 향신료를 넣어 맛을 낸 담백한 시금치 커리 with 새우
25,500원; 파니르 버터 마살라
매콤한 칠리와 양파, 토마토 소스에 크림을 넣고 파니르(치즈)를 더한 커리
23,500원; 베지터블 바지매운맛1단계
토마토 소스에 매콤한 칠리와 가지, 호박 등의 야채를 넣어 맛을 낸 커리
23,500원; 달 타르카
불린 콩에 인도 향신료를 가미하여 고소한 맛을 낸 정통 북인도식 커리
22,500원; 알루고비
토마토 소스에 감자와 콜리플라워를 넣어 만든 건강한 맛의 야채 커리
23,500원; 치킨 티카 마살라
매콤한 칠리와 양파, 토마토 소스에 부드러운 크림을 더한 치킨 커리
23,500원; 비프 도 피아자 매운맛1단계대표
양파 소스에 토마토와 칠리, 허브 등의 매콤한 향신료로 맛을 낸 소고기 커리
24,500원; 고스트 카다이매운맛1단계대표
토마토 소스에 피망, 파프리카 등의 야채와 매콤한 향신료로 맛을 낸 양고기 커리
24,500원; 램 로간 조쉬
양파와 토마토, 향신료를 넣은 브라운 소스로 맛을 낸 정통 양고기 커리
25,500원; 프로운 칠리매운맛2단계대표
토마토 소스에 매운 고추와 향신료를 갈아 만든 칠리 소스로 맛을 낸 매콤한 새우커리
25,500원; 하우스 샐러드
신선한 야채와 시즌별로 토핑이 바뀌는 강가 하우스 샐러드
14,000원; 크리스피 사모사
시즈널 재료를 춘권피에 넣어 만든 크리스피한 인도식 퓨전 튀김만두 (스위트 칠리 소스 제공)
9,500원; 오늘의 스프
시즌별로 달라지는 강가 데일리 스프
8,000원; 플레인 난
탄두에서 구워낸 인도식 전통 빵
3,000원; 탄두리 로티
통밀로 반죽하여 만든 인도 빵
3,000원; 버터난
난 위에 버터를 가미한 부드러운 맛의 전통 빵
3,500원; 갈릭 난대표
난 반죽 위에 다진 마늘을 올려 구운 인도식 빵
3,700원; 마살라 난
마살라에 버무려진 감자를 넣어 구운 인도식 빵
5,900원; 치즈 난대표
홈메이드 파니르(치즈)를 넣어 구운 인도식 빵
5,900원; 흰밥
2,000원; 바스마티 라이스
바스마티 쌀로 지은 인도식 밥
4,500원; 샤프론 라이스
바스마티 쌀에 샤프론과 버터를 넣어 지은 인도식 밥
5,500원; 야채 플라우
야채와 인도 향신료를 가미한 인도식 볶음밥
19,500원; 치킨 플라우
닭고기와 인도 향신료를 가미한 인도식 볶음밥
19,500원; 머튼 플라우
양고기와 인도 향신료를 가미한 인도식 볶음밥
19,500원; 쉬림프 플라우대표
새우와 인도 향신료를 가미한 인도식 볶음밥
20,500원; 코카 콜라
코카 콜라 (355ml)
4,000원; 스프라이트
스프라이트 (355ml)
4,000원; 탄산수
스파클링 워터
5,900원"
아그라 강남N타워점,1686610352,인도음식,서울 강남구 테헤란로 129 지하1층,0507-1316-0969,,"단체 이용 가능, 무선 인터넷, 예약, 남/녀 화장실 구분, 주차",,"토
정기휴무 (매주 토요일); 일
정기휴무 (매주 일요일); 월
11:15 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더; 화
11:15 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더; 수
11:15 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더; 목
11:15 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더; 금
11:15 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더","PREMIUM COUPLE SET
대표
아그라의 대표메뉴를 모두 맛 볼 수 있는 메뉴(난,라이스,소프트 드링크 무제한 서비스)
59,600원; PREMIUM TRIPLE SET
아그라의 대표메뉴를 모두 맛 볼 수 있는 메뉴(난,라이스,소프트 드링크 무제한 서비스)
89,400원"
아그라 GFC점,1794999076,인도음식,서울 강남구 테헤란로 152 지하1층,0507-1303-7796,,"무선 인터넷, 포장, 남/녀 화장실 구분, 주차",,"금
11:00 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더; 토
정기휴무 (매주 토요일); 일
정기휴무 (매주 일요일); 월
11:00 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더; 화
11:00 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더; 수
11:00 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더; 목
11:00 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더","PREMIUM COUPLE SET
대표
아그라의 대표메뉴를 모두 맛 볼 수 있는 메뉴(난,라이스,소프트 드링크 무제한 서비스)
59,600원; PREMIUM TRIPLE SET
아그라의 대표메뉴를 모두 맛 볼 수 있는 메뉴(난,라이스,소프트 드링크 무제한 서비스)
89,400원"
아그라 코엑스점,36166523,인도음식,서울 강남구 영동대로 513 코엑스 지하1층 아이102호,0507-1310-4320,,"예약, 단체 이용 가능, 남/녀 화장실 구분, 주차",,"매일
11:00 - 22:00
21:00 라스트오더","PREMIUM COUPLE SET
대표
아그라의 대표메뉴를 모두 맛 볼 수 있는 메뉴(난,라이스,소프트 드링크 무제한 서비스)
59,600원; PREMIUM TRIPLE SET
아그라의 대표메뉴를 모두 맛 볼 수 있는 메뉴(난,라이스,소프트 드링크 무제한 서비스)
89,400원"
멘노아지 강남본점,1000004517,일본식라면,서울 강남구 강남대로94길 27 지상1층,02-565-3369,,"무선 인터넷, 남/녀 화장실 구분",,"매일
11:00 - 21:00
20:30 라스트오더","돈코츠라멘
돼지뼈를 장시간 끓여낸 진한라멘
10,000원; 모츠(소곱창) 라멘
해장라멘 x 소곱창의 조화
14,500원; 해장라멘
찐한 해장 돈코츠라멘
10,000원; 블랙가쓰오라멘
돈코츠에 진한 가쓰오육수를 더해 완성도 높은 멘노아지 추천메뉴
11,000원; 마제소바
나고야식 비빔라멘
11,000원; 차슈동
간장에 장시간 졸여낸 삼겹살 덮밥
10,000원; 호르몬동(대창덮밥)
멘노아지 스페셜 대창덮밥
15,000원; 모츠소바(소곱창비빔면)
마제소바에 담백한 소곱창을 더했다
15,000원; 닭껍질교자
5,000원; 타코야끼
5,000원; 산토리 생맥주
7,000원; 가쿠 하이볼
8,000원; 소주
5,000원; 사케
변동"
